,Timestamp,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity,WindSpeed,WindDirection,SolarGeneration
1290,1/14/2020 10:45,25.48666667,23.92,17.13333333,65.8,4.4,137.6,12.87
1291,1/14/2020 11:00,25.91333333,24.66666667,17.04666667,62.6,5.866666667,189.4,13.429
1292,1/14/2020 11:15,26.71333333,25.59333333,16.95333333,58.86666667,6.333333333,195.3333333,14.407
1293,1/14/2020 11:30,26.84666667,25.99333333,16.34,55.2,6.4,200.6666667,14.699
1294,1/14/2020 11:45,27.81333333,26.88666667,16.64,53.46666667,6.693333333,197.0666667,15.551
1295,1/14/2020 12:00,28.56666667,27.42666667,16.18666667,50.33333333,4.693333333,181.6,16.421
1296,1/14/2020 12:15,28.71333333,27.97333333,16.15333333,48.66666667,6.626666667,221.5333333,16.794
1297,1/14/2020 12:30,30.16,28.93333333,16.1,45.86666667,4.04,164.7333333,16.664
1298,1/14/2020 12:45,30.42666667,29.65333333,15.43333333,42.2,5.146666667,192.8,16.709
1299,1/14/2020 13:00,30.77333333,30.38666667,15.06666667,39.46666667,6.213333333,163.9333333,16.652
1300,1/14/2020 13:15,31.4,30.98,14.5,36.8,5.173333333,153.4,16.696
1301,1/14/2020 13:30,31.77333333,31.94,13.8,33.33333333,6.986666667,171.7333333,16.304
1302,1/14/2020 13:45,31.96666667,32.22666667,13.04666667,31.2,6.16,216.0,16.197
1303,1/14/2020 14:00,32.46,33.02666667,12.36666667,28.53333333,6.96,166.0,15.282
1304,1/14/2020 14:15,32.51333333,33.58,11.83333333,26.73333333,8.36,197.6,11.202
1305,1/14/2020 14:30,33.17333333,34.26,12.08666667,26.13333333,9.106666667,186.9333333,8.439
1306,1/14/2020 14:45,33.20666667,34.31333333,11.84666667,25.66666667,8.64,172.7333333,11.732
1307,1/14/2020 15:00,33.26,34.02,11.52,25.53333333,6.426666667,171.0666667,13.021
1308,1/14/2020 15:15,32.97333333,34.43333333,11.26666667,24.53333333,9.493333333,164.8,12.545
1309,1/14/2020 15:30,33.34666667,34.36666667,11.2,24.53333333,7.293333333,173.1333333,12.335
1310,1/14/2020 15:45,33.11333333,34.17333333,12.39333333,26.8,9.133333333,193.0666667,11.479
1311,1/14/2020 16:00,32.42,33.88,12.4,27.26666667,10.97333333,148.7333333,10.87
1312,1/14/2020 16:15,32.06666667,33.61333333,12.86666667,28.53333333,12.54,161.4,10.48
1313,1/14/2020 16:30,32.44666667,33.76666667,12.68,27.93333333,11.29333333,192.3333333,9.944
1314,1/14/2020 16:45,32.67333333,33.96,12.42,27.13333333,10.36,174.8666667,8.929
1315,1/14/2020 17:00,32.13333333,33.71333333,11.64666667,26.2,10.69333333,169.8666667,8.091
1316,1/14/2020 17:15,32.13333333,33.9,11.44666667,25.6,11.44,198.1333333,7.137
1317,1/14/2020 17:30,32.16666667,33.94,11.1,24.93333333,11.08,187.9333333,6.757
1318,1/14/2020 17:45,31.51333333,33.74,10.97333333,25.0,13.0,180.4666667,6.142
1319,1/14/2020 18:00,31.56,33.57333333,11.08666667,25.4,11.92,193.6,5.567
1320,1/14/2020 18:15,31.66,33.43333333,11.13333333,25.66666667,10.93333333,192.8,4.719
1321,1/14/2020 18:30,31.26666667,33.11333333,11.06,26.06666667,11.2,164.4,3.993
1322,1/14/2020 18:45,30.56666667,32.73333333,11.11333333,26.66666667,12.88,169.6,3.241
1323,1/14/2020 19:00,30.46,32.46,11.4,27.6,12.88,169.2666667,2.616
1324,1/14/2020 19:15,29.84666667,32.18,11.64666667,28.53333333,14.56,170.0,1.985
1325,1/14/2020 19:30,29.97333333,31.87333333,12.03333333,29.66666667,12.64,164.8,1.316
1326,1/14/2020 19:45,29.74666667,31.49333333,12.52666667,31.46666667,13.0,161.8,0.885
1327,1/14/2020 20:00,29.98666667,31.12,12.9,32.93333333,10.24,164.2666667,0.522
1328,1/14/2020 20:15,30.12666667,30.64,12.8,33.53333333,6.986666667,136.8,0.246
1369,1/15/2020 6:30,19.81333333,19.52666667,12.33333333,63.13333333,2.28,62.86666667,0.119
1370,1/15/2020 6:45,19.92,20.14,11.98,59.4,4.253333333,42.33333333,0.304
1371,1/15/2020 7:00,19.56666667,20.42666667,11.97333333,58.33333333,7.786666667,61.4,0.467
1372,1/15/2020 7:15,19.73333333,19.98666667,12.47333333,61.93333333,5.2,82.0,0.875
1373,1/15/2020 7:30,19.44666667,19.94,12.62666667,62.66666667,6.386666667,87.73333333,1.591
1374,1/15/2020 7:45,19.46666667,20.44,12.57333333,60.66666667,9.133333333,89.53333333,2.753
1375,1/15/2020 8:00,19.61333333,21.17333333,12.07333333,56.0,11.56,87.66666667,3.408
1376,1/15/2020 8:15,20.0,21.72666667,12.12666667,54.33333333,12.28,83.06666667,3.111
1377,1/15/2020 8:30,20.32,22.62666667,11.92666667,50.8,15.04,85.66666667,3.373
1378,1/15/2020 8:45,21.92,23.58,12.08666667,48.46666667,11.92,83.06666667,3.164
1379,1/15/2020 9:00,23.39333333,24.72,12.37333333,46.13333333,10.48,85.66666667,3.013
1380,1/15/2020 9:15,25.36,25.99333333,12.89333333,44.26666667,7.826666667,81.33333333,3.537
1381,1/15/2020 9:30,27.34,27.78666667,13.44666667,41.26666667,7.786666667,69.53333333,4.21
1382,1/15/2020 9:45,29.22666667,30.42,12.92666667,34.33333333,10.72,45.13333333,4.512
1383,1/15/2020 10:00,30.23333333,31.39333333,12.74,32.0,10.24,60.86666667,3.88
1384,1/15/2020 10:15,30.52,31.80666667,12.9,31.6,11.2,59.8,4.57
1385,1/15/2020 10:30,31.24,32.3,13.4,31.8,11.02666667,55.8,11.29
1386,1/15/2020 10:45,30.84,32.30666667,13.04,31.06666667,12.4,57.46666667,11.588
1387,1/15/2020 11:00,31.82,32.93333333,13.39333333,30.66666667,11.32,70.2,9.753
1388,1/15/2020 11:15,32.21333333,33.37333333,13.51333333,30.13333333,11.56,51.66666667,8.576
1389,1/15/2020 11:30,32.58666667,33.90666667,13.59333333,29.4,12.3,66.4,9.59
1390,1/15/2020 11:45,32.16,33.97333333,13.58666667,29.26666667,15.06,54.8,12.11
1391,1/15/2020 12:00,32.54,34.34666667,13.70666667,28.86666667,15.3,55.86666667,13.94
1392,1/15/2020 12:15,33.83333333,35.16,13.92,28.06666667,13.12,77.2,10.447
1393,1/15/2020 12:30,33.24,35.47333333,13.33333333,26.53333333,16.58,58.26666667,11.493
1394,1/15/2020 12:45,32.39333333,35.48666667,13.12666667,26.13333333,20.9,37.6,14.515
1395,1/15/2020 13:00,32.35333333,35.54,13.24,26.26666667,21.14,50.53333333,16.614
1396,1/15/2020 13:15,33.34,35.78666667,13.47333333,26.33333333,18.14,74.06666667,15.472
1397,1/15/2020 13:30,32.80666667,35.78,13.45333333,26.26666667,21.0,78.46666667,12.251
1398,1/15/2020 13:45,34.02,35.81333333,13.78666667,26.8,15.34,87.06666667,15.553
1399,1/15/2020 14:00,33.8,35.66,13.69333333,26.86666667,15.8,151.1333333,13.192
1400,1/15/2020 14:15,34.19333333,36.4,13.85333333,26.06666667,17.54,56.33333333,13.007
1401,1/15/2020 14:30,35.24666667,36.9,14.03333333,25.66666667,14.8,102.6,14.321
1402,1/15/2020 14:45,34.79333333,37.10666667,13.75333333,24.93333333,18.0,59.4,12.563
1403,1/15/2020 15:00,33.5,36.37333333,13.45333333,25.4,20.24,36.2,14.183
1404,1/15/2020 15:15,34.30666667,36.69333333,13.6,25.26666667,18.06,76.0,13.763
1405,1/15/2020 15:30,35.28,37.05333333,13.28666667,24.26666667,14.34,94.73333333,13.177
1406,1/15/2020 15:45,35.36666667,37.02666667,13.64,24.86666667,14.44,97.86666667,11.363
1407,1/15/2020 16:00,34.96,36.8,13.42,24.8,14.94,59.2,11.978
1408,1/15/2020 16:15,30.64,33.28,12.82666667,29.73333333,19.67333333,155.6666667,9.889
1409,1/15/2020 16:30,24.26,27.21333333,14.55333333,45.93333333,22.34666667,224.8,8.767
1410,1/15/2020 16:45,23.86666667,26.62,15.9,51.93333333,24.2,247.0666667,11.13
1411,1/15/2020 17:00,23.82666667,25.36,17.37333333,61.73333333,20.88,249.8,18.475
1412,1/15/2020 17:15,21.83333333,21.42666667,20.68666667,95.8,19.0,259.3333333,14.226
1413,1/15/2020 17:30,22.96666667,21.00666667,21.00666667,100.0,11.17333333,225.8666667,11.145
1414,1/15/2020 17:45,24.17333333,21.00666667,21.15333333,100.0,5.173333333,154.0,12.017
1415,1/15/2020 18:00,23.04,21.05333333,21.24,100.0,11.68,105.6666667,8.591
1416,1/15/2020 18:15,22.81333333,20.90666667,20.90666667,100.0,11.56,39.0,4.785
1417,1/15/2020 18:30,22.59333333,20.74,20.74,100.0,11.56,24.86666667,5.344
1418,1/15/2020 18:45,22.34666667,20.52666667,20.52666667,100.0,11.08,22.13333333,4.474
1419,1/15/2020 19:00,22.25333333,20.34,20.34,100.0,10.21333333,38.8,3.385
1420,1/15/2020 19:15,20.58666667,20.04666667,20.04666667,100.0,16.44,66.26666667,2.448
1421,1/15/2020 19:30,18.87333333,19.96,19.96,100.0,24.82,77.06666667,1.758
1422,1/15/2020 19:45,21.13333333,19.95333333,19.91333333,99.8,12.78,69.73333333,1.212
1423,1/15/2020 20:00,22.50666667,20.09333333,20.06666667,99.86666667,6.72,58.86666667,0.739
1424,1/15/2020 20:15,22.17333333,19.96666667,19.96666667,100.0,7.56,189.7333333,0.293
1466,1/16/2020 6:45,14.27333333,15.43333333,15.43333333,100.0,15.04,216.9333333,0.316
1467,1/16/2020 7:00,13.44666667,15.16,15.34666667,100.0,17.52,223.8,0.559
1468,1/16/2020 7:15,14.16,15.1,15.3,100.0,13.36,226.7333333,1.165
1469,1/16/2020 7:30,14.56,15.14,15.32666667,100.0,11.56,232.9333333,2.51
1470,1/16/2020 7:45,14.20666667,15.14,15.34,100.0,13.38,218.4,3.568
1471,1/16/2020 8:00,13.73333333,14.97333333,15.16,100.0,14.6,218.5333333,4.358
1472,1/16/2020 8:15,14.22666667,14.87333333,15.07333333,100.0,11.56,223.4666667,5.696
1473,1/16/2020 8:30,13.96,14.88666667,14.94,100.0,12.9,219.0666667,6.867
1474,1/16/2020 8:45,14.02666667,15.02666667,15.02666667,100.0,13.5,229.0666667,8.156
1475,1/16/2020 9:00,14.18666667,15.08666667,15.08666667,100.0,13.12,233.6,9.615
1476,1/16/2020 9:15,14.93333333,15.14666667,15.14666667,100.0,9.76,233.0,10.56
1477,1/16/2020 9:30,15.42666667,15.3,15.3,100.0,8.053333333,226.3333333,11.728
1478,1/16/2020 9:45,14.86,15.34,15.34,100.0,11.32,211.9333333,13.123
1479,1/16/2020 10:00,15.96,15.64,15.64,100.0,7.76,224.8666667,14.177
1480,1/16/2020 10:15,16.49333333,16.18,16.15333333,99.86666667,8.92,224.6666667,14.992
1481,1/16/2020 10:30,16.17333333,16.56,15.92,95.93333333,12.28,220.5333333,15.861
1482,1/16/2020 10:45,14.62,16.75333333,14.26,85.2,17.88,219.7333333,16.861
1483,1/16/2020 11:00,15.04666667,16.72,14.44666667,86.46666667,15.9,219.0,17.607
1484,1/16/2020 11:15,15.42666667,17.12,14.31333333,83.53333333,15.78,210.7333333,18.087
1485,1/16/2020 11:30,15.58666667,17.57333333,13.56666667,77.46666667,16.16,221.2,18.551
1486,1/16/2020 11:45,15.20666667,17.65333333,13.15333333,75.0,17.64,215.4,19.56
1487,1/16/2020 12:00,14.60666667,17.56666667,12.97333333,74.53333333,20.26,217.6,19.33
1488,1/16/2020 12:15,15.60666667,17.82666667,13.19333333,74.33333333,16.54,212.1333333,20.753
1489,1/16/2020 12:30,14.95333333,18.01333333,12.90666667,72.0,20.5,224.4,20.841
1490,1/16/2020 12:45,15.44666667,18.41333333,12.58,68.8,19.42,228.2666667,21.149
1491,1/16/2020 13:00,15.84,18.64666667,12.31333333,66.66666667,17.98,226.1333333,21.249
1492,1/16/2020 13:15,16.15333333,19.00666667,12.74666667,67.0,19.02,226.8,21.447
1493,1/16/2020 13:30,15.86,19.32,12.44666667,64.4,21.88,220.6666667,17.395
1494,1/16/2020 13:45,15.44666667,19.06666667,12.44,65.46666667,22.48,220.6666667,18.168
1495,1/16/2020 14:00,16.08666667,19.70666667,12.3,62.33333333,22.36,224.8,19.218
1496,1/16/2020 14:15,15.88,19.50666667,11.98,61.8,21.72,227.0,21.692
1497,1/16/2020 14:30,14.72666667,19.45333333,12.09333333,62.46666667,27.84666667,220.5333333,21.129
1498,1/16/2020 14:45,15.41333333,19.18,11.86,62.53333333,22.26,225.4,20.255
1499,1/16/2020 15:00,14.62,19.43333333,10.99333333,58.13333333,26.52666667,228.0666667,20.209
1500,1/16/2020 15:15,15.43333333,19.96,10.36,53.93333333,24.02,224.5333333,19.081
1501,1/16/2020 15:30,15.33333333,19.80666667,10.49333333,54.93333333,24.3,220.0666667,18.865
1502,1/16/2020 15:45,14.97333333,19.67333333,10.43333333,55.13333333,24.94,234.8,18.1
1503,1/16/2020 16:00,15.33333333,19.79333333,10.40666667,54.66666667,23.56,231.4,17.382
1504,1/16/2020 16:15,15.97333333,20.13333333,10.27333333,53.06666667,22.02,230.9333333,16.973
1505,1/16/2020 16:30,14.66,19.74,8.8,49.26666667,24.92,224.5333333,16.543
1506,1/16/2020 16:45,14.88666667,19.95333333,7.82,45.46666667,23.44,224.3333333,15.555
1507,1/16/2020 17:00,13.65333333,19.32666667,7.813333333,47.33333333,26.62,215.9333333,14.581
1508,1/16/2020 17:15,14.70666667,19.32666667,9.46,52.8,23.18,216.9333333,13.613
1509,1/16/2020 17:30,13.72,18.88,9.54,54.6,26.26,226.7333333,12.61
1510,1/16/2020 17:45,14.87333333,18.99333333,9.973333333,55.8,21.38,219.0666667,11.237
1511,1/16/2020 18:00,14.07333333,18.5,10.1,58.0,23.2,223.0666667,10.241
1512,1/16/2020 18:15,13.5,18.33333333,10.22,59.06666667,25.3,229.0,8.844
1513,1/16/2020 18:30,13.71333333,18.24,9.933333333,58.33333333,23.2,218.0,7.55
1514,1/16/2020 18:45,13.54,18.02666667,9.606666667,57.86666667,22.76666667,223.1333333,6.242
1515,1/16/2020 19:00,13.10666667,17.66666667,9.546666667,58.93333333,23.14,218.6666667,4.93
1516,1/16/2020 19:15,12.24666667,17.19333333,9.393333333,60.06666667,24.78666667,219.4666667,3.646
1517,1/16/2020 19:30,11.36,16.43333333,9.16,62.06666667,25.18,217.3333333,2.58
1518,1/16/2020 19:45,11.66,16.16666667,9.38,64.06666667,22.6,214.7333333,1.686
1519,1/16/2020 20:00,11.64,16.04,9.586666667,65.46666667,22.6,213.2666667,0.935
1520,1/16/2020 20:15,11.48,15.79333333,9.6,66.53333333,21.84,216.6,0.428
1561,1/17/2020 6:30,14.1,13.98666667,13.11333333,94.26666667,4.426666667,225.8666667,0.118
1562,1/17/2020 6:45,13.71333333,14.11333333,13.26666667,94.66666667,7.28,229.8,0.474
1563,1/17/2020 7:00,13.91333333,14.22666667,13.28,94.26666667,6.813333333,221.2,1.026
1564,1/17/2020 7:15,13.76,14.18,13.14,93.6,7.253333333,217.9333333,1.725
1565,1/17/2020 7:30,13.88,14.19333333,13.13333333,93.4,6.666666667,221.6666667,2.613
1566,1/17/2020 7:45,14.18,14.56,13.3,92.2,7.2,226.0666667,3.652
1567,1/17/2020 8:00,14.39333333,15.02,13.06666667,88.06666667,8.293333333,221.8666667,4.793
1568,1/17/2020 8:15,14.78,15.72,12.87333333,83.26666667,9.4,221.6,5.687
1569,1/17/2020 8:30,14.66,16.02666667,12.76,81.06666667,11.68,226.1333333,7.346
1570,1/17/2020 8:45,14.50666667,16.12666667,12.26666667,77.73333333,11.92,218.6666667,8.621
1571,1/17/2020 9:00,14.49333333,16.03333333,12.04666667,77.06666667,11.32,215.2,9.954
1572,1/17/2020 9:15,14.08,15.94666667,11.92,76.86666667,12.64,219.9333333,11.269
1573,1/17/2020 9:30,14.73333333,16.22666667,12.12,76.46666667,10.84,220.5333333,12.541
1574,1/17/2020 9:45,15.52666667,16.74,12.13333333,74.26666667,9.64,217.4,13.626
1575,1/17/2020 10:00,15.58666667,17.18,12.06666667,71.93333333,11.68,218.3333333,15.071
1576,1/17/2020 10:15,16.47333333,17.89333333,12.24666667,69.53333333,10.78666667,200.8666667,16.614
1577,1/17/2020 10:30,16.77333333,18.30666667,11.98,66.6,10.93333333,157.0666667,16.835
1578,1/17/2020 10:45,17.6,18.71333333,12.10666667,65.4,9.013333333,176.7333333,17.435
1579,1/17/2020 11:00,17.83333333,19.07333333,12.14,64.13333333,9.826666667,178.2,18.332
1580,1/17/2020 11:15,18.15333333,19.30666667,12.18,63.4,9.373333333,186.2666667,18.839
1581,1/17/2020 11:30,18.93333333,19.86,12.49333333,62.53333333,8.773333333,178.8,19.613
1582,1/17/2020 11:45,20.0,20.66666667,13.03333333,61.6,8.266666667,168.5333333,19.739
1583,1/17/2020 12:00,20.42666667,21.21333333,12.97333333,59.4,8.746666667,199.5333333,20.405
1584,1/17/2020 12:15,19.87333333,21.64,12.89333333,57.53333333,13.72,237.0666667,21.362
1585,1/17/2020 12:30,20.67333333,22.2,12.94666667,55.8,12.28,244.4666667,20.543
1586,1/17/2020 12:45,21.53333333,22.40666667,12.95333333,55.13333333,9.173333333,184.3333333,20.984
1587,1/17/2020 13:00,22.71333333,23.55333333,13.31333333,52.66666667,10.09333333,223.2,14.976
1588,1/17/2020 13:15,23.20666667,23.88,13.06,50.73333333,8.333333333,223.4666667,16.432
1589,1/17/2020 13:30,23.36,23.85333333,13.09333333,51.0,7.613333333,203.7333333,16.656
1590,1/17/2020 13:45,23.66,24.28,13.49333333,51.0,8.866666667,231.2,17.227
1592,1/17/2020 14:15,22.82666667,24.22,13.86,52.46666667,13.48,225.6666667,20.048
1593,1/17/2020 14:30,23.76,24.66,14.07333333,51.73333333,11.2,207.0666667,18.401
1594,1/17/2020 14:45,23.13333333,24.44,13.73333333,51.33333333,12.68,211.3333333,17.539
1595,1/17/2020 15:00,23.34666667,24.2,13.86,52.53333333,10.72,201.0666667,16.984
1596,1/17/2020 15:15,23.22,24.8,13.99333333,51.06666667,14.62,220.2666667,11.637
1597,1/17/2020 15:30,23.16666667,24.6,13.72,50.73333333,13.64,208.2666667,16.906
1598,1/17/2020 15:45,23.38,24.71333333,13.61333333,50.06666667,12.66,200.1333333,19.044
1599,1/17/2020 16:00,23.10666667,24.65333333,13.65333333,50.33333333,13.98,207.2666667,18.295
1600,1/17/2020 16:15,23.31333333,24.89333333,13.7,49.86666667,14.12,209.7333333,17.201
1601,1/17/2020 16:30,24.24666667,25.46,13.97333333,49.0,12.88,201.4,17.104
1602,1/17/2020 16:45,23.32666667,24.9,13.48666667,49.13333333,13.72,202.2666667,15.831
1603,1/17/2020 17:00,23.2,24.76,13.66666667,50.06666667,13.84,208.0666667,15.105
1604,1/17/2020 17:15,22.54,24.28,13.44666667,50.86666667,14.56,204.0,14.195
1605,1/17/2020 17:30,21.79333333,23.72,13.15333333,51.46666667,15.04,200.4666667,13.517
1606,1/17/2020 17:45,22.24,23.74666667,13.47333333,52.53333333,13.24,200.9333333,12.721
1607,1/17/2020 18:00,21.6,23.37333333,13.14666667,52.6,14.2,201.6666667,9.854
1608,1/17/2020 18:15,20.97333333,22.85333333,13.11333333,54.2,14.68,200.9333333,9.014
1609,1/17/2020 18:30,21.0,22.58,13.18,55.33333333,13.0,202.6666667,7.594
1610,1/17/2020 18:45,20.08,21.90666667,12.86666667,56.53333333,13.98,198.0,6.002
1611,1/17/2020 19:00,19.69333333,21.4,12.62,57.4,13.0,196.4,4.817
1612,1/17/2020 19:15,19.12666667,20.93333333,12.29333333,57.8,12.88,194.3333333,3.688
1613,1/17/2020 19:30,17.68666667,20.32,12.08666667,59.2,16.78,191.3333333,3.019
1614,1/17/2020 19:45,17.92,19.97333333,12.11333333,60.46666667,13.88,194.5333333,2.244
1615,1/17/2020 20:00,17.38,19.51333333,11.96666667,61.73333333,14.22,194.5333333,1.494
1616,1/17/2020 20:15,17.47333333,18.97333333,11.97333333,63.86666667,10.96,194.0666667,0.658
1658,1/18/2020 6:45,13.0,12.3,12.3,100.0,0.0,18.0,0.414
1659,1/18/2020 7:00,12.82666667,12.5,12.5,100.0,2.28,18.0,0.99
1660,1/18/2020 7:15,13.54,12.70666667,12.70666667,100.0,0.0,18.0,1.681
1661,1/18/2020 7:30,14.18,13.18,13.18,100.0,0.0,18.0,2.561
1662,1/18/2020 7:45,14.28,13.62666667,13.62666667,100.0,2.52,18.0,3.529
1663,1/18/2020 8:00,14.38666667,13.91333333,13.91333333,100.0,3.84,18.0,4.588
1664,1/18/2020 8:15,15.03333333,14.6,14.44,99.2,5.066666667,33.4,5.788
1665,1/18/2020 8:30,17.14,15.79333333,14.93333333,94.73333333,1.08,35.0,6.94
1666,1/18/2020 8:45,17.80666667,16.53333333,14.28,86.53333333,0.48,35.4,8.157
1667,1/18/2020 9:00,17.67333333,16.97333333,13.95333333,82.4,2.88,34.86666667,9.522
1668,1/18/2020 9:15,18.48666667,17.56666667,13.72,78.26666667,1.32,82.33333333,10.822
1669,1/18/2020 9:30,18.44,17.94,13.57333333,75.66666667,3.36,38.33333333,12.036
1670,1/18/2020 9:45,18.58666667,18.59333333,13.59333333,72.66666667,5.853333333,201.6666667,13.267
1671,1/18/2020 10:00,18.92666667,18.9,13.36666667,70.33333333,5.333333333,144.3333333,14.399
1672,1/18/2020 10:15,19.40666667,19.42666667,13.60666667,69.06666667,5.893333333,45.93333333,15.894
1673,1/18/2020 10:30,20.53333333,20.32,13.85333333,66.4,5.12,124.7333333,16.395
1674,1/18/2020 10:45,20.51333333,20.72,13.62,63.8,6.906666667,192.1333333,16.9
1675,1/18/2020 11:00,21.19333333,21.3,13.94,62.86666667,7.08,300.2,17.646
1676,1/18/2020 11:15,22.61333333,22.34666667,14.22666667,60.06666667,5.533333333,310.2,17.999
1677,1/18/2020 11:30,23.57333333,23.32666667,14.35333333,57.13333333,5.773333333,195.2666667,18.54
1678,1/18/2020 11:45,24.3,24.02,14.39333333,54.93333333,5.773333333,212.0,18.932
1679,1/18/2020 12:00,23.91333333,24.14666667,14.03333333,53.26666667,7.973333333,220.4666667,19.474
1680,1/18/2020 12:15,24.70666667,24.57333333,14.25333333,52.66666667,6.306666667,183.3333333,19.943
1681,1/18/2020 12:30,25.11333333,25.10666667,14.37333333,51.4,7.226666667,156.8666667,20.451
1682,1/18/2020 12:45,27.02,26.52666667,15.08666667,49.46666667,5.893333333,170.9333333,20.539
1683,1/18/2020 13:00,26.40666667,26.34666667,14.40666667,47.86666667,7.013333333,139.6666667,18.897
1684,1/18/2020 13:15,27.08,27.08,14.74666667,46.86666667,7.826666667,167.5333333,21.443
1685,1/18/2020 13:30,27.26666667,27.28666667,14.69333333,46.13333333,7.733333333,134.0666667,21.113
1686,1/18/2020 13:45,27.96,27.85333333,14.87333333,45.13333333,7.493333333,234.8,18.38
1687,1/18/2020 14:00,28.62,28.32,14.78666667,43.66666667,6.213333333,231.6,21.43
1688,1/18/2020 14:15,28.9,28.66,14.67333333,42.53333333,6.453333333,171.2666667,20.643
1689,1/18/2020 14:30,28.62,28.94,14.44,41.2,8.813333333,156.2666667,20.0
1690,1/18/2020 14:45,28.92666667,29.4,14.15333333,39.4,9.133333333,186.2,20.108
1691,1/18/2020 15:00,28.71333333,29.22,14.14666667,39.8,9.346666667,171.1333333,16.547
1692,1/18/2020 15:15,29.22666667,29.40666667,14.06,39.13333333,7.56,223.1333333,19.563
1693,1/18/2020 15:30,29.66,30.32666667,14.52,38.26666667,10.84,229.0666667,19.057
1694,1/18/2020 15:45,30.46,30.70666667,14.96666667,38.53333333,9.486666667,166.5333333,17.424
1695,1/18/2020 16:00,28.51333333,30.08,16.00666667,42.66666667,18.9,216.0666667,7.557
1696,1/18/2020 16:15,28.91333333,29.62666667,16.69333333,45.8,15.22,197.1333333,18.228
1697,1/18/2020 16:30,28.81333333,29.33333333,16.52,46.06666667,13.84,193.5333333,16.647
1698,1/18/2020 16:45,28.8,28.72,16.47333333,47.53333333,10.69333333,177.9333333,15.215
1699,1/18/2020 17:00,28.04666667,28.18666667,16.39333333,48.73333333,11.68,182.6,13.436
1700,1/18/2020 17:15,27.74666667,27.73333333,16.56,50.6,11.2,193.0,12.571
1701,1/18/2020 17:30,26.64666667,26.99333333,16.31333333,52.06666667,12.52,185.2,9.453
1702,1/18/2020 17:45,26.81333333,26.84,16.48,53.13333333,11.32,188.4,7.702
1703,1/18/2020 18:00,27.4,27.00666667,16.64666667,53.13333333,9.373333333,185.7333333,5.616
1704,1/18/2020 18:15,26.88666667,26.58,16.38,53.66666667,9.373333333,185.8666667,5.744
1705,1/18/2020 18:30,26.4,26.47333333,16.14666667,53.06666667,11.08,186.6666667,4.854
1706,1/18/2020 18:45,27.49333333,26.92,16.4,52.6,8.12,186.0,3.472
1707,1/18/2020 19:00,26.67333333,26.26666667,16.17333333,53.8,8.293333333,193.9333333,3.073
1708,1/18/2020 19:15,26.23333333,25.7,16.1,55.33333333,7.546666667,188.8,2.385
1709,1/18/2020 19:30,26.12,25.49333333,16.16,56.26666667,7.346666667,208.4,1.675
1710,1/18/2020 19:45,25.56666667,25.14,16.1,57.2,8.186666667,198.2,1.107
1711,1/18/2020 20:00,25.27333333,24.52,16.03333333,59.13333333,6.28,208.7333333,0.603
1712,1/18/2020 20:15,24.51333333,23.88666667,15.92,61.06666667,6.746666667,216.8666667,0.167
1754,1/19/2020 6:45,19.06,18.0,17.8,99.0,8.413333333,315.9333333,0.324
1755,1/19/2020 7:00,19.02666667,18.06666667,17.86666667,99.0,9.32,314.8,0.883
1756,1/19/2020 7:15,20.09333333,18.21333333,18.01333333,99.0,4.866666667,280.6,1.548
1757,1/19/2020 7:30,20.25333333,18.38,17.98666667,97.53333333,4.546666667,332.4666667,2.44
1758,1/19/2020 7:45,20.12,18.57333333,17.88666667,96.0,6.28,283.1333333,3.793
1759,1/19/2020 8:00,20.25333333,18.77333333,17.73333333,93.8,6.093333333,292.0,3.632
1760,1/19/2020 8:15,20.74,18.87333333,17.55333333,92.0,3.853333333,335.6,3.795
1761,1/19/2020 8:30,20.52,19.32666667,17.44666667,89.0,7.44,263.8666667,3.741
1762,1/19/2020 8:45,20.82666667,19.55333333,17.36666667,87.06666667,6.453333333,254.8666667,5.094
1763,1/19/2020 9:00,21.68,20.08666667,17.35333333,84.33333333,4.906666667,298.0,9.506
1764,1/19/2020 9:15,22.22,20.86666667,17.09333333,79.13333333,5.506666667,227.8666667,10.179
1765,1/19/2020 9:30,22.27333333,20.98,16.83333333,77.26666667,5.0,255.8,11.226
1766,1/19/2020 9:45,22.42,21.52,16.92,75.0,7.4,248.6666667,13.425
1767,1/19/2020 10:00,23.75333333,22.08,16.73333333,71.8,2.72,242.8666667,14.894
1768,1/19/2020 10:15,23.30666667,22.69333333,16.56,68.33333333,8.173333333,245.7333333,12.211
1769,1/19/2020 10:30,24.79333333,23.04,16.52666667,66.8,2.333333333,279.3333333,11.411
1770,1/19/2020 10:45,24.76666667,24.04666667,16.86666667,64.26666667,8.24,210.9333333,7.656
1771,1/19/2020 11:00,24.73333333,24.42,16.53333333,61.53333333,9.706666667,207.4666667,7.122
1772,1/19/2020 11:15,25.79333333,25.06,16.54,59.2,7.493333333,251.3333333,10.148
1773,1/19/2020 11:30,26.14,25.40666667,16.20666667,56.73333333,6.933333333,268.8666667,12.341
1774,1/19/2020 11:45,26.63333333,26.12666667,16.46,55.33333333,8.506666667,224.9333333,13.654
1775,1/19/2020 12:00,27.68,26.78,16.50666667,53.4,6.546666667,189.4666667,12.77
1776,1/19/2020 12:15,28.41333333,27.7,16.58,50.8,7.733333333,205.5333333,13.529
